long;lat;id;nombre;categoria;cocina;ambientacion;telefono;mail;horario;calle_nombre;calle_altura;calle_cruce;direccion_completa;barrio;comuna;codigo_postal;codigo_postal_argentino
-58,47349294;-34,54412485;2077;PATAGONICOS PRODUCTOS;RESTAURANTE;PATAGONICA;RUSTICA;4702 0171;;;SAN ISIDRO LABRADOR;4408;;SAN ISIDRO LABRADOR AV. 4408;Saavedra;Comuna 12;1429;C1429ADS
-58,41051053;-34,58093621;376;PATA NEGRA;RESTAURANTE;ESPAÃ‘OLA;ESPAÑOL;4805 6657;brovers@fibertel.com.ar;;SCALABRINI ORTIZ RAUL;3096;;SCALABRINI ORTIZ, RAUL 3096;Palermo;Comuna 14;1425;C1425DBY
-58,38540041;-34,59699834;2028;PATXIM;RESTAURANTE;ESPAÃ‘OLA;ESPAÑOL;4813 0164;;;ALVEAR MARCELO T. De;1280;;ALVEAR, MARCELO T. De 1280;Retiro;Comuna 1;1058;C1058AAT
-58,37674751;-34,60206647;2425;PATY LIBRE;RESTAURANTE;FAST FOOD;MODERNO;4322 4442;www.paty.com.ar;;MAIPU;512;;MAIPU 512;San Nicolas;Comuna 1;1006;C1006ACF
-58,37562773;-34,60456601;2426;PAUCIN;RESTAURANTE;INTERNACIONAL;;4325 2280;;;SARMIENTO;635;;SARMIENTO 635;San Nicolas;Comuna 1;1041;C1041AAM
-58,44268384;-34,60813256;1038;P. CAPITAN;RESTAURANTE;INTERNACIONAL;;4958 1813;;lunes a lunes de 12 a 15 y de 20 a 00;DIAZ VELEZ;5401;;DIAZ VELEZ AV. 5401;Caballito;Comuna 6;1405;C1405DCJ
-58,43235384;-34,58720544;378;PECARÃ‚Â S;RESTAURANTE;DE AUTOR;;4831 1112;;martes a sábado de 20 al cierre;HONDURAS;5237;;HONDURAS 5237;Palermo;Comuna 14;1414;C1414BMU
-58,38936067;-34,58888498;1875;PECK;CAFE;MINUTAS;CLASICO PORTEÑO;;;;QUINTANA MANUEL PRES.;430;;QUINTANA, MANUEL, PRES. AV. 430;Recoleta;Comuna 2;1129;C1129ABN
-58,42839589;-34,62533787;1047;PEDRO 94;RESTAURANTE;MEDITERRANEA;;;;;GOYENA PEDRO;94;;GOYENA, PEDRO AV. 94;Caballito;Comuna 6;1424;C1424BSN
-58,37990895;-34,59905996;2429;PEGASUS;BAR;MINUTAS;MODERNO;4328 7393;;lunes a viernes de 7 a 19;CORDOBA;906;;CORDOBA AV. 906;San Nicolas;Comuna 1;1054;C1054AAV
-58,50901216;-34,57699505;2781;PEÃƒâ€˜AMIL;RESTAURANTE;SANDWICHERIA;CLASICO PORTEÑO;4573 0998;;lunes a viernes de 8 a 20;ALBARELLOS;2809;;ALBARELLOS AV. 2809;Villa Pueyrredon;Comuna 12;1419;C1419FSF
-58,46987256;-34,62993679;1188;PENELOPE;RESTAURANTE;BOLIVIANA;ARTESANIAS;4637 8998;www.penelopepacena.com.ar;;NAZCA;55;;NAZCA AV. 55;Flores;Comuna 7;1406;C1406AIA
-58,38880859;-34,60290329;2430;PENSO CAFE;BAR;MINUTAS;MODERNO;4811 4884;;;LAVALLE;1557;;LAVALLE 1557;San Nicolas;Comuna 1;1048;C1048AAK
-58,43916092;-34,60000614;377;PEOPLE I;RESTAURANTE;;;;;;SCALABRINI ORTIZ RAUL;280;;SCALABRINI ORTIZ, RAUL AV. 280;Villa Crespo;Comuna 15;1414;C1414DNP
-58,42779875;-34,58888571;379;PEPA;RESTAURANTE;DE AUTOR;MODERNO;4833 5745;;;EL SALVADOR;4757;;EL SALVADOR 4757;Palermo;Comuna 14;1414;C1414BPK
-58,37911253;-34,60247839;2431;PEPERONE;RESTAURANTE;PORTEÃ‘A;CLASICO PORTEÑO;4322 5037;peperonerestaurant@yahoo.com.ar;lunes a domingo de 11 a 3;LAVALLE;876;;LAVALLE 876;San Nicolas;Comuna 1;1047;C1047AAR
-58,37388937;-34,60185307;2433;PEPIN EXPRESS;RESTAURANTE;MINUTAS;MODERNO;4326 7344;;;SAN MARTIN;521;;SAN MARTIN 521;San Nicolas;Comuna 1;1004;C1004AAK
-58,42886915;-34,61635904;657;PERECHIO;RESTAURANTE;INTERNACIONAL;MODERNO;4958 4777;;;LA PLATA;96;;LA PLATA AV. 96;Almagro;Comuna 5;1184;C1184AAN
-58,40172409;-34,58205536;380;PERICA;RESTAURANTE;FAST FOOD;MODERNO;4802 4907;lachinata@hotmail.com;;DEL LIBERTADOR;2004;;DEL LIBERTADOR AV. 2004;Palermo;Comuna 14;1425;C1425AAT
-58,40974908;-34,58118489;382;PERSICCO;RESTAURANTE;TRADICIONAL;MODERNO;4808 0888;hola@persicco.com;;SALGUERO JERONIMO;2591;;SALGUERO, JERONIMO 2591;Palermo;Comuna 14;1425;C1425DEJ
-58,43487262;-34,6175063;1049;PERSICCO;RESTAURANTE;SANDWICHERIA;MODERNO;4904 0900;holapersico@persicco.com;;RIVADAVIA;4933;;RIVADAVIA AV. 4933;Caballito;Comuna 6;1424;C1424CEE
-58,45281577;-34,56595997;541;PETALO;RESTAURANTE;TRADICIONAL;MODERNO;4784 1992;;;CABILDO;1616;;CABILDO AV. 1616;Belgrano;Comuna 13;1426;C1426ABQ
-58,40230788;-34,5941214;1877;PETIT BON;CAFE;MINUTAS;MODERNO;4821 5987;;lunes a sábado de 6.30 a 23;PUEYRREDON AV;1418;;PUEYRREDON AV. 1418;Recoleta;Comuna 2;1118;C1118AAR
-58,38087458;-34,60448166;2432;PETIT CAFE;RESTAURANTE;MINUTAS;CLASICO PORTEÑO;4326 8144;;;PELLEGRINI CARLOS;341;;PELLEGRINI, CARLOS 341;San Nicolas;Comuna 1;1009;C1009ABG
-58,4140221;-34,58283447;381;PETIT CAFE;CONFITERIA;MINUTAS;CLASICO PORTEÑO;4887 6620;davidred2000@hotmail.com;;UGARTECHE;2810;;UGARTECHE 2810;Palermo;Comuna 14;1425;C1425EVB
-58,39296179;-34,59371064;1876;PETIT CALLAO;RESTAURANTE;INTERNACIONAL;CLASICO PORTEÑO;4811 9232;;lunes a sábado de 7 a 23;CALLAO;1301;;CALLAO AV. 1301;Recoleta;Comuna 2;1023;C1023AAG
-58,39314648;-34,5997238;1878;PETIT CORDOBA CAFE;RESTAURANTE;TRADICIONAL;CLASICO PORTEÑO;4812 0908;;domingo a jueves de 7 a 3 - viernes y sábado de 7 a 5;CORDOBA;1802;;CORDOBA AV. 1802;Balvanera;Comuna 3;1120;C1120AAN
-58,39985013;-34,59994854;853;PETIT PAULISTA;RESTAURANTE;;;;;;PASTEUR;791;;PASTEUR 791;Balvanera;Comuna 3;1028;C1028AAO
-58,38419773;-34,59743015;2031;PETIT PLAZA;CAFE;INTERNACIONAL;CLASICO PORTEÑO;4816 0943;;lunes a domingo de 7 a 20;LIBERTAD;956;;LIBERTAD 956;Retiro;Comuna 1;1012;C1012AAT
-58,41081738;-34,59492523;1879;PETIT VICTORIA;RESTAURANTE;MINUTAS;MODERNO;4963 4960;;lunes a viernes de 7 a 20;GALLO;1309;;GALLO 1309;Recoleta;Comuna 2;1425;C1425EFC
-58,43142162;-34,61900392;1048;PETRA'S;RESTAURANTE;TRADICIONAL;MODERNO;4903 8975;;;DOBLAS;220;;DOBLAS 220;Caballito;Comuna 6;1424;C1424BLF
-58,39169576;-34,59965444;2434;PETRO;RESTAURANTE;MINUTAS;ANTIGUO;4812 8743;;lunes a viernes de 6.30 a 21;CORDOBA;1702;;CORDOBA AV. 1702;San Nicolas;Comuna 1;1055;C1055AAU
-58,37961577;-34,60241194;2435;PETTY BAR;BAR;MINUTAS;CLASICO PORTEÑO;4322 1521;;lunes a viernes de 4.30 a 2 - sábado y domingo de 1 a 00;LAVALLE;901;;LAVALLE 901;San Nicolas;Comuna 1;1047;C1047AAS
-58,45191961;-34,56642903;601;PIACERE;SANDWICHERIA;;MODERNO;4780 4441;;;CABILDO;1562;;CABILDO AV. 1562;Colegiales;Comuna 13;1426;C1426ABP
-58,39338765;-34,59632292;1880;PIACERE;RESTAURANTE;ITALIANA;MODERNO;4812 1122;www.piacere.com;;CALLAO;1074;;CALLAO AV. 1074;Recoleta;Comuna 2;1023;C1023AAQ
-58,44708876;-34,56873508;383;PIACERE;CONFITERIA;TRADICIONAL;CLASICO PORTEÑO;4788 3855;;;CABILDO;1101;;CABILDO AV. 1101;Palermo;Comuna 14;1426;C1426AAL
-58,45297481;-34,56144548;542;PIACERE;RESTAURANTE;TRADICIONAL;CLASICO PORTEÑO;4784 5545;;;ARCOS;1994;;ARCOS 1994;Belgrano;Comuna 13;1428;C1428AFD
-58,40190867;-34,58330663;384;PIACERE;CONFITERIA;SANDWICHERIA;MODERNO;4807 3666;;;LAS HERAS GRAL.;2899;;LAS HERAS GENERAL AV. 2899;Palermo;Comuna 14;1425;C1425ASF
-58,43544597;-34,58169479;385;PICAS;RESTAURANTE;TAPAS;RUSTICA;4776 5835;srtito@laycos.com;;BONPLAND;1920;;BONPLAND 1920;Palermo;Comuna 14;1414;C1414CMZ
-58,35754796;-34,63465706;1242;PICCOLO VAPORE;RESTAURANTE;TRADICIONAL;;4301 4455;;viernes y sábado de 21 al cierre;NECOCHEA;1190;;NECOCHEA 1190;Boca;Comuna 4;1158;C1158ACR
-58,39788051;-34,59159238;1881;PICHI HUASI;RESTAURANTE;;;4306 7694;;;FRENCH;2281;;FRENCH 2281;Recoleta;Comuna 2;1125;C1125AAC
-58,46353093;-34,64412246;1186;PICUYO;RESTAURANTE;PARRILLA;MODERNO;4637 9869;;;PERON EVA;3381;;PERON, EVA AV. 3381;Flores;Comuna 7;1406;C1406HNI
-58,38217975;-34,58991454;1882;PIEGARI PARRILLA;RESTAURANTE;PARRILLA;MEDITERRANEO;4328-4104;www.piegari.com.ar;;POSADAS;1089;;POSADAS 1089;Retiro;Comuna 1;1011;C1011ABA
-58,38188442;-34,59020166;1883;PIEGARI RISTORANTE;RESTAURANTE;ITALIANA;ELEGANTE;4326-9430;;;POSADAS;1042;;POSADAS 1042;Retiro;Comuna 1;1011;C1011ABB
-58,46647318;-34,63131573;1189;PIERINO;RESTAURANTE;MINUTAS;CLASICO PORTEÑO;;;;FALCON RAMON L.CNEL.;2701;;FALCON, RAMON L.,CNEL. 2701;Flores;Comuna 7;1406;C1406GOC
-58,40084255;-34,60367415;855;PIERROT;RESTAURANTE;MINUTAS;CLASICO PORTEÑO;4951 3280;;;AZCUENAGA;483;;AZCUENAGA 483;Balvanera;Comuna 3;1029;C1029AAI
-58,41663547;-34,62419922;953;PININ;;INTERNACIONAL;;4931 8758;;lunes a domingo de 12 a 15 y de 20 a 00;CALVO CARLOS;3629;;CALVO, CARLOS 3629;Boedo;Comuna 5;1230;C1230ABK
-58,41591334;-34,61076368;656;PINO'S;RESTAURANTE;MINUTAS;RUSTICA;;;;RIVADAVIA;3511;;RIVADAVIA AV. 3511;Almagro;Comuna 5;1204;C1204AAA
-58,41774537;-34,5888741;387;PINUT;RESTAURANTE;MINUTAS;MODERNO;4822 0888;;lunes a domingo de 7.30 a 12.30;MANSILLA LUCIO NORBERTO GRAL.;3892;;MANSILLA, LUCIO NORBERTO, GENERAL 3892;Palermo;Comuna 14;1425;C1425BQB
-58,38681804;-34,59830263;2029;PIOCERY;CAFE;INTERNACIONAL;MODERNO;4812 3319;;lunes a viernes de 8 a 22 - sábado de 6.30 a 15;PARAGUAY;1398;;PARAGUAY 1398;Retiro;Comuna 1;1057;C1057AAV
-58,38430986;-34,59595516;2032;PIOLA;RESTAURANTE;ITALIANA;EIGHTIES;4812 0690;www.piola.com.ar;;LIBERTAD;1078;;LIBERTAD 1078;Retiro;Comuna 1;1012;C1012AAV
-58,39121431;-34,59127091;1884;PIPAS;CAFE;TRADICIONAL;CLASICO PORTEÑO;4812 0777;;lunes a viernes de 7 a 20;CALLAO;1569;;CALLAO AV. 1569;Recoleta;Comuna 2;1024;C1024AAB
-58,4475839;-34,56873653;602;PIPPER;;INTERNACIONAL;MODERNO;4706 0172;;;CABILDO;1138;;CABILDO AV. 1138;Colegiales;Comuna 13;1426;C1426AAY
-58,38794781;-34,60467986;2437;PIPPO 3;BAR;INTERNACIONAL;CLASICO PORTEÑO;4374 0365;;;PARANA;356;;PARANA 356;San Nicolas;Comuna 1;1017;C1017AAH
-58,40987629;-34,59800688;1885;PIRIAPOLIS CAFE;CAFE;SANDWICHERIA;MODERNO;5778 0775;;lunes a domingo de 7 a 1;CORDOBA;3051;;CORDOBA AV. 3051;Recoleta;Comuna 2;1187;C1187AAE
-58,46993093;-34,56442762;543;PITOPA;RESTAURANTE;;;;;;MONROE;3415;;MONROE AV. 3415;Coghlan;Comuna 12;1430;C1430BKB
-58,46944697;-34,5643298;1091;PITOPA;RESTAURANTE;;;;;;MONROE;3400;;MONROE AV. 3400;Belgrano;Comuna 13;1430;C1430BKN
-58,40441318;-34,59378945;1886;PIU ARTESANAL;CAFE;SANDWICHERIA;MODERNO;4824 8282;;;SANTA FE;2646;;SANTA FE AV. 2646;Recoleta;Comuna 2;1425;C1425BGO
-58,44595563;-34,55703114;544;PIZARRO'S;RESTAURANTE;INTERNACIONAL;CLASICO PORTEÑO;4760 3600;lacabada@arnet.com.ar;;ECHEVERRIA;1401;;ECHEVERRIA 1401;Belgrano;Comuna 13;1428;C1428DQQ
-58,37549785;-34,62352603;2615;PIZZA 3;RESTAURANTE;PIZZERIA;;;;;CHACABUCO;1314;;CHACABUCO 1314;San Telmo;Comuna 1;1140;C1140AAD
-58,43554404;-34,58482237;386;PIZZA AL CORTE;RESTAURANTE;;;4771 2480;;;HONDURAS;5504;;HONDURAS 5504;Palermo;Comuna 14;1414;C1414BND
-58,40545217;-34,61245077;856;PIZZA BOY;BAR;PIZZERIA;CLASICO PORTEÑO;4931 9762;;;ALSINA ADOLFO;2800;;ALSINA, ADOLFO 2800;Balvanera;Comuna 3;1090;C1090AAT
-58,52884653;-34,64261611;1279;PIZZA- CAFE;RESTAURANTE;PIZZERIA;MODERNO;;;;PAZ GRAL.;10868;;PAZ, GRAL. AV. 10868;Liniers;Comuna 9;1408;C1408FGU
-58,38809897;-34,63502613;933;PIZZA CAFE LA ESQUINA;RESTAURANTE;MINUTAS;COLONIAL;4304 5560;;;FINOCHIETTO ENRIQUE DR.;1701;;FINOCHIETTO ENRIQUE DR. 1701;Barracas;Comuna 4;1275;C1275AAK
-58,3860335;-34,60644693;2441;PIZZA, CAFE Y CULTURA;RESTAURANTE;REGIONAL;CLASICO PORTEÑO;4371 6466;cocilu@hotmail.com;;PERON JUAN DOMINGO TTE.;1382;;PERON, JUAN DOMINGO, TTE. GENERAL 1382;San Nicolas;Comuna 1;1038;C1038ABB
-58,43033649;-34,64142175;1494;PIZZA CHOP;RESTAURANTE;PIZZERIA;CLASICO PORTEÑO;4925 3815;;;COBO;1030;;COBO AV. 1030;Nueva Pompeya;Comuna 4;1424;C1424DES
-58,45695616;-34,64091381;1187;PIZZA CRACK;;PIZZERIA;MODERNO;4632 5516;;;VARELA;1082;;VARELA AV. 1082;Flores;Comuna 7;1406;C1406EKV
-58,40438901;-34,58944851;1887;PIZZA & ESPUMA;CAFE;MINUTAS;MODERNO;4829 1554;;lunes a domingo de 9 a 1;JUNCAL;2701;;JUNCAL 2701;Recoleta;Comuna 2;1425;C1425AYG
-58,37502524;-34,60612569;2436;PIZZA JET;RESTAURANTE;PIZZERIA;;4342 8194;;;FLORIDA;165;;FLORIDA 165;San Nicolas;Comuna 1;1005;C1005AAC
-58,49230345;-34,56932713;2812;PIZZA KROSS;RESTAURANTE;PIZZERIA;CLASICO PORTEÑO;4544 9600;;;TRIUNVIRATO;5402;;TRIUNVIRATO AV. 5402;Villa Urquiza;Comuna 12;1431;C1431FCU
-58,52741351;-34,6393338;1277;PIZZA LINIERS CAFE;RESTAURANTE;MINUTAS;MODERNO;4641 0545;;;RIVADAVIA;11576;;RIVADAVIA AV. 11576;Liniers;Comuna 9;1408;C1408ABP
-58,3897753;-34,6054375;2438;PIZZA MASS;RESTAURANTE;TRADICIONAL;MODERNO;4373 7753;;lunes a domingo de 8 a 00;SARMIENTO;1601;;SARMIENTO 1601;San Nicolas;Comuna 1;1042;C1042ABE
-58,38018104;-34,61879105;1117;PIZZA NARANJA;RESTAURANTE;;;4362 7105;;;IRIGOYEN BERNARDO de;920;;IRIGOYEN, BERNARDO de 920;Constitucion;Comuna 1;1072;C1072AAT
-58,37867668;-34,60245553;2439;PIZZA PACK;RESTAURANTE;INTERNACIONAL;;4322 1846;;;LAVALLE;836;;LAVALLE 836;San Nicolas;Comuna 1;1047;C1047AAR
-58,43425913;-34,57578012;388;PIZZA PET;RESTAURANTE;PIZZERIA;MEDITERRANEO;4771 2646;;;SANTA FE;5288;;SANTA FE AV. 5288;Palermo;Comuna 14;1425;C1425BIO
-58,43702897;-34,61846439;1050;PIZZA- PIZZA;RESTAURANTE;PIZZERIA;ELEGANTE;;;;RIVADAVIA;5033;;RIVADAVIA AV. 5033;Caballito;Comuna 6;1424;C1424CEF
-58,40698343;-34,58309878;390;PIZZA PLAZA;RESTAURANTE;TRADICIONAL;CLASICO PORTEÑO;4802 7810;;;LAS HERAS GRAL.;3293;;LAS HERAS GENERAL AV. 3293;Palermo;Comuna 14;1425;C1425ASJ
-58,42016418;-34,58582805;389;PIZZA QUE?;RESTAURANTE;PIZZERIA;;4833 3165;;;CHARCAS;4037;;CHARCAS 4037;Palermo;Comuna 14;1425;C1425BNE
-58,40411611;-34,57564556;391;PIZZA TRACY;RESTAURANTE;FAST FOOD;MODERNO;;;;SALGUERO JERONIMO;3172;;SALGUERO, JERONIMO 3172;Palermo;Comuna 14;1425;C1425DFP
-58,38425271;-34,58913708;1888;PIZZA TRACY;RESTAURANTE;FAST FOOD;;4815 3657;;;POSADAS;1245;;POSADAS 1245;Retiro;Comuna 1;1011;C1011ABE
-58,48723126;-34,57717982;2814;PIZZA VIVA;RESTAURANTE;PIZZERIA;MODERNO;4523 5000;;;OLAZABAL AV;5213;;OLAZABAL AV. 5213;Villa Urquiza;Comuna 12;1431;C1431CGI
-58,46971909;-34,63083765;1190;PIZZA Y BIRRA;RESTAURANTE;PIZZERIA;CLASICO PORTEÑO;;;;RIVADAVIA;7402;;RIVADAVIA AV. 7402;Flores;Comuna 7;1406;C1406GMR
-58,43825445;-34,62623508;1051;PIZZA Y CAFE EL QUIJOTE;RESTAURANTE;PIZZERIA;ELEGANTE;4432 6694;;;GOYENA PEDRO;736;;GOYENA, PEDRO AV. 736;Caballito;Comuna 6;1424;C1424BSU
-58,46087825;-34,62839456;1191;PIZZA Y CAFE UNO;RESTAURANTE;MINUTAS;CLASICO PORTEÑO;4631 2985;;;RIVADAVIA;6784;;RIVADAVIA AV. 6784;Flores;Comuna 7;1406;C1406GLX
-58,50083549;-34,60823882;2729;PIZZERIA BETO;RESTAURANTE;PIZZERIA;CLASICO PORTEÑO;4639 4894;;;NOGOYA;3900;;NOGOYA 3900;Villa Del Parque;Comuna 11;1417;C1417FNV
-58,45960812;-34,5584548;545;PIZZERIA BURGIO;RESTAURANTE;;CLASICO PORTEÑO;;;;CABILDO;2477;;CABILDO AV. 2477;Belgrano;Comuna 13;1428;C1428AAG
-58,40192084;-34,63204405;1583;PIZZERIA CANCHA;RESTAURANTE;PIZZERIA;MODERNO;4942 0129;;;BRASIL;2699;;BRASIL 2699;Parque Patricios;Comuna 4;1260;C1260AAI
-58,39073781;-34,60911883;2440;PIZZERIA CONGRESO;RESTAURANTE;INTERNACIONAL;;4383 0332;;;RIVADAVIA AV;1715;;RIVADAVIA AV. 1715;San Nicolas;Comuna 1;1033;
-58,49692775;-34,61505218;1334;PIZZERIA D' ANY;CONFITERIA;PIZZERIA;CLASICO PORTEÑO;4639 7066;;;ALVAREZ JONTE;4001;;ALVAREZ JONTE AV. 4001;Monte Castro;Comuna 10;1407;C1407GOH
-58,45596208;-34,6405656;1192;PIZZERIA EL LITORAL;;PIZZERIA;RUSTICA;;;;PERON EVA;2507;;PERON, EVA AV. 2507;Flores;Comuna 7;1406;C1406HNA
-58,40769157;-34,59501662;1889;PIZZERIA EL SOL;CAFE;SANDWICHERIA;CLASICO PORTEÑO;4821 6475;;lunes a viernes de 7 a 21;MANSILLA LUCIO NORBERTO GRAL.;2899;;MANSILLA, LUCIO NORBERTO, GENERAL 2899;Recoleta;Comuna 2;1425;C1425BPG
-58,40193182;-34,60949526;857;PIZZERIA EUROPEA;BAR;INTERNACIONAL;MODERNO;4954 3861;;;LARREA;24;;LARREA 24;Balvanera;Comuna 3;1030;C1030AAB
-58,36215144;-34,63566873;1260;PIZZERIA LA NUEVA;RESTAURANTE;PIZZERIA;;;;;BRANDSEN;600;;BRANDSEN 600;Boca;Comuna 4;1161;C1161AAL
-58,41339475;-34,59785773;1891;PIZZERIA LOS COCOS;CAFE;MINUTAS;CLASICO PORTEÑO;4963 0457;;lunes a domingo de 6 a 00;CORDOBA;3303;;CORDOBA AV. 3303;Recoleta;Comuna 2;1187;C1187AAH
-58,37148682;-34,61851385;2614;PIZZERIA MI TIO;RESTAURANTE;INTERNACIONAL;;;;;ESTADOS UNIDOS;400;;ESTADOS UNIDOS 400;San Telmo;Comuna 1;1101;C1101AAH
-58,44250188;-34,59655721;2682;PIZZERIA NAPOLES;RESTAURANTE;PIZZERIA;CLASICO PORTEÑO;4855 6414;;;CORRIENTES;5594;;CORRIENTES AV. 5594;Villa Crespo;Comuna 15;1414;C1414AJV
-58,42373543;-34,61257646;658;PIZZERIA SOFIA;RESTAURANTE;TRADICIONAL;MODERNO;4981 5612;;;RIVADAVIA;4101;;RIVADAVIA AV. 4101;Almagro;Comuna 5;1205;C1205AAB
-58,45036036;-34,63836314;1193;PIZZERIA VISION;;PIZZERIA;MODERNO;;;;CARABOBO;1107;;CARABOBO AV. 1107;Flores;Comuna 7;1406;C1406DGL
-58,4023154;-34,60120522;858;PIZZERIA Y BAR PABLITO;RESTAURANTE;INTERNACIONAL;MODERNO;4961 6209;;;LARREA;691;;LARREA 691;Balvanera;Comuna 3;1030;C1030AAM
-58,45804265;-34,55029615;1514;PIZZUELA EXPRESS;RESTAURANTE;;;4788 5330;;;11 DE SEPTIEMBRE DE 1888;3000;;11 DE SEPTIEMBRE DE 1888 3000;Núñez;Comuna 13;1429;C1429BID
-58,37935441;-34,60009519;2442;PLACES;RESTAURANTE;MINUTAS;CLASICO PORTEÑO;4393 8038;;lunes a viernes de 7 a 21 - sábado de 8 a 14;VIAMONTE;879;;VIAMONTE 879;San Nicolas;Comuna 1;1053;C1053ABQ
-58,4903744;-34,57193931;2821;Plan B Pizza;BAR;PIZZERIA;MODERNO;0810-77-PLANB (75262) OPCION 2;;jueves. viernes. sábado y preferiado de 19 a 4;Bauness;2802;;BAUNESS 2802;Villa Urquiza;Comuna 12;1431;C1431DOJ
-58,48967864;-34,57292455;2820;Plan B Resto Bar;BAR;MINUTAS;MODERNO;0810-77-PLANB (75262) OPCION 1;;lunes a jueves de 9 a 1 - viernes y sábado de 9 a 00;Rivera Pedro;5202;;RIVERA, PEDRO I., Dr. 5202;Villa Urquiza;Comuna 12;1431;C1431BVP
-58,44674895;-34,62831229;1053;PLATON;RESTAURANTE;TRADICIONAL;CLASICO PORTEÑO;4432 3836;;;PUAN;483;;PUAN 483;Caballito;Comuna 6;1406;C1406CQI
-58,38284297;-34,62532011;1120;PLAZA;RESTAURANTE;;;;;;SALTA;1456;;SALTA 1456;Constitucion;Comuna 1;1137;C1137ACF
-58,43209355;-34,61645395;1052;PLAZA;CAFE;SANDWICHERIA;ELEGANTE;4902 2903;;;RIVADAVIA;4732;;RIVADAVIA AV. 4732;Caballito;Comuna 6;1424;C1424CEP
-58,43121439;-34,60223176;659;PLAZA CORRIENTES;RESTAURANTE;;;;;;CORRIENTES;4656;;CORRIENTES AV. 4656;Almagro;Comuna 5;1195;C1195AAS
-58,36913592;-34,60252259;2443;PLAZA DE LAS CARRETAS;RESTAURANTE;INTERNACIONAL;CLASICO PORTEÑO;4361 6144;;lunes a viernes de 8 a 17;BOUCHARD;452;;BOUCHARD 452;San Nicolas;Comuna 1;1106;C1106ABF
-58,42950671;-34,61530915;1054;PLAZA DEL CARMEN;CAFE;ESPAÃ‘OLA;MODERNO;4901 9384;www.plazadelcarmen.com;;RIVADAVIA;4502;;RIVADAVIA AV. 4502;Caballito;Comuna 6;1424;C1424CEN
-58,41339238;-34,58695153;393;PLAZA DEL CÃ‚Â RMEN;RESTAURANTE;INTERNACIONAL;MODERNO;4778 4500;www.plazadelcarmen.com;;SANTA FE;3402;;SANTA FE AV. 3402;Palermo;Comuna 14;1425;C1425BGW
-58,41027622;-34,58903002;392;PLAZA DONNA;RESTAURANTE;MINUTAS;CLASICO PORTEÑO;4822 0785;;;SANTA FE;3202;;SANTA FE AV. 3202;Palermo;Comuna 14;1425;C1425BGU
-58,37149462;-34,62018539;2616;PLAZA DORREGO;RESTAURANTE;SANDWICHERIA;TANGO;4361 0141;;;DEFENSA;1093;;DEFENSA 1093;San Telmo;Comuna 1;1065;C1065AAS
-58,37139071;-34,62055305;2617;PLAZA DORREGO BAR;BAR;MINUTAS;CLASICO PORTEÑO;4361 0141;;lunes a domingo de 8 a 5;DEFENSA;1098;;DEFENSA 1098;San Telmo;Comuna 1;1065;C1065AAT
-58,37633588;-34,59232149;2030;PLAZA ITALIA;RESTAURANTE;TRADICIONAL;CLASICO PORTEÑO;;;;DEL LIBERTADOR;176;;DEL LIBERTADOR AV. 176;Retiro;Comuna 1;1001;C1001ABO
-58,38580361;-34,61449871;1459;PLAZA MAYOR;RESTAURANTE;ESPAÃ‘OLA;ESPAÑOL;4383 0788;www.grupoplazamayor.com;;VENEZUELA;1399;;REPUBLICA BOLIVARIANA DE VENEZUELA 1399;Monserrat;Comuna 1;1095;C1095ABA
-58,36981743;-34,60052261;2445;PLAZA ROMA;RESTAURANTE;INTERNACIONAL;MODERNO;4311 0031;plazaromasrl@arnet.com.ar;;TUCUMAN;149;;TUCUMAN 149;San Nicolas;Comuna 1;1049;C1049AAC
-58,36919735;-34,60203158;2444;PLAZA ROMA;RESTAURANTE;PORTEÃ‘A;CLASICO PORTEÑO;4314 0666;www.hotelplazaroma.com.ar;;BOUCHARD;484;;BOUCHARD 484;San Nicolas;Comuna 1;1106;C1106ABF
-58,43790038;-34,61885128;1055;PLAZA TRIANA;RESTAURANTE;MINUTAS;MODERNO;;;;RIVADAVIA;5103;;RIVADAVIA AV. 5103;Caballito;Comuna 6;1424;C1424CEG
-58,44552663;-34,61748307;1056;PLENO SOL ASADOR CRIOLLO;RESTAURANTE;PARRILLA;CLASICO PORTEÑO;4433 4946;;;GARCIA LORCA FEDERICO;399;;GARCIA LORCA, FEDERICO 399;Caballito;Comuna 6;1405;C1405AHC
-58,38780816;-34,60284652;2447;PLUSULTRA;RESTAURANTE;TRADICIONAL;CLASICO PORTEÑO;4372 1419;;lunes a viernes de 7 a 22;LAVALLE;1497;;LAVALLE 1497;San Nicolas;Comuna 1;1048;C1048AAI
-58,37267145;-34,60202247;2446;PLUS ULTRA;RESTAURANTE;MINUTAS;;4393 2336;;;LAVALLE;401;;LAVALLE 401;San Nicolas;Comuna 1;1047;C1047AAI
-58,39001609;-34,5850228;2033;PLUS ULTRA;RESTAURANTE;INTERNACIONAL;MODERNO;4814 4750;;;DEL LIBERTADOR;1201;;DEL LIBERTADOR AV. 1201;Recoleta;Comuna 2;1112;C1112ABC
-58,42677076;-34,58902942;394;PODEST;RESTAURANTE;SANDWICHERIA;MODERNO;4832 2776;;;ARMENIA;1740;;ARMENIA 1740;Palermo;Comuna 14;1414;C1414DKL
